content,score
pinpoint lokasi susah,3
ok,5
nyepelein bgt anjir driver nya,1
"saya curhat disini aj deh drpd kasih rating jelek ke driver kasian makanya sy selalu kasih bimtang 5 k driiver. jadi gini akun saya jarang pake gojek dan sekalinya pakai pesannya yg comfort krn klo biasa apagi yg hemat khawatir diluar expektasi. tapi ini udah beberapa kali yg datang motornya ga sesuai ada beat atau vario 155 butut suka mati2 dan itu jg krn ridernya yg badannya gemuk, kirain comfort itu Nmax PCX, Adv dan sejenisnya dan lagi yg datang yg lokasinya jauh dr titik jemput.",1
oke,5
DAERAH LUMAJANH GAK ADA GOJEK,3
"kenapa setiap kali restoran & driver nya jika ada chat, notifnya tidak ada???",1
"sangat membantu dalam setiap perjalanan,,mantap",5
gooood apliaksi ny,5
Susah banget ya buat bergabung di layanan ini,5
bagus,5
sangat memudahkan,5
sangat baik dan ramah,5
APLIKASI TOLOLLL... JELAS JELAS ADA DRIVER YG DEKET MALAH DAPET DRIVER YG POSISI JAUH... IT NYA BEGO. GUA JADI TELAT BERANGKAT KERJA KARNA DAPET DRIVET POSISI NYA PADA JAUH,1
"tolong di bina lagi untuk para drivernya. pernah pesen makanan sampai 1 jam driver ganti ganti . driver di chat apakah ada kendala jawaban driver tidak ada dan sedang menuju resto, tapi 15 menit kemudian driver yang tertera ganti lagi. terpaksa saya cancel sendiri . pernah juga order gocar untuk ke stasiun sampai 30 menit posisi driver tidak bergerak. di telfon di chat tidak respon. akhirnya pesan pakai apl sebelah karena waktu keberangkatan kereta sudah mepet.",3
"gojek kenapa ya kalo pesan gocar tuh lama banget sama jauh juga kalo dapet, jarak driver sama tempat penjemputan jauh kan kita butuh cepat aneh",1
biar bintang yang bicara,1
semoga semua staff gojek mendapatkan adzab dunia dan akhirat karena telah memeras keringat driver dengan . titik penjemputan yang selalu jauh. program program yang tidak menguntungkan mitranya/tidak adil .,1
mau kasi diskon dari harga 14k menjadi 1k selama 5 tahun,5
"gojek ini bagus krna selalu banyak toko yg bisa discount 30-50 % dr harga asli di aplikasi hanya, di 5 x orderan 4 diantaranya sering ngomel karna jalanan nya kerumah yg jelek pdhl sy selalu siapkan tips yg lebih besar dari ongkir itu sndiri tolong lah gojek lebih selektif lagi untuk para driver nya jadi mau order skrng bisa fikir berulang x karna takut mngeluh bahkan ngomel krna jalan jelek",5
"mantap, sangat membantu, murah",5
"cepat, ramah, tanpa basa basi, trima kasih kang bagus",5
sangat membantu,5
"stop iklan gojek di apk manapun, gabisa di skip soalnya",4
"saya langganan gojek sudah 10 tahun, makin kesini bukan malah bagus tapi malah menurun untuk pelayanannya. orderan kecil pada malas ambil,dari cerita beberapa driver saya jadi tahu, mereka driver gak di bayar sesuai, di peras saja tenaganya,peraturan dibuat seenaknya,potongan besar,sedangkan di lapangan kasihan,tidak ada bonus,",3
cepat dan bagus layanannya,5
aplikasi sering keluar2 sendiri lag gak jelas,1
"very helpfull apk. all u need is here,.",5
"pekan ini lagi musim penghujan, pesan gojek ride dari jam 06:30 susah dpt driver, udh dapet terus ditolak sm driver berkali-kali, sekalinya dpt jauh jaraknya. padahal udh aktifin fitur prioritas. mana harganya 2x lebih mahal dr biasanya. akhirnya baru dapat driver jam 08:30, telat..? udah pasti. akhirnya ada orang baik yang kasih solusi untuk pakai aplikasi lain, dan keesokan harinya dgn cuaca hujan coba pesan pakai apk lain, dan taraa lgsg dapet dan cm ½harga dari gojek. bye-bye gojek 😊",1
mantab 👍,5
ok lumayan bagus,5
"keren, tepat waktu, gak nolak walopun jarak deket. menyala we lah..",5
keren,5
mtappp,5
gopay dan gojek is the best,5
sangat amanah dan membantu sekali 🙏,5
puas bgt nd kerreennn,5
mudah dan cepat,5
"tolong drivernya di edukasi lagi , saya pesan goshop sudah dapat driver , saya kirim chat tidak di balas balas , padahal saya mau kasih tahu titik jemput dan produk yg mau di beli soalnya di aplikasi ga bisa pin poin sesuai alamat nya , kecewa",1
mantul suka banyak promo,5
selalu mempermudah urusan mulai dari makan sampai perjalanan,5
sejauh ini masih aman,5
kenapa promo gofood gak ada sekarang? dan gratis ongkir nya udah gk ada ya sekarang hmmm,1
gimana sihh aplikasinya sinyal bagus wifi bagus udah tak restart tak instal ulang tetep gak bisa masuk,1
ok good,5
aplikasi dengan driver yg banyak problematik dan kelakuannya kek sampah. better app lain. thx,1
bagusssd,5
Oke..,5
"Gojek no ribet, memudahkan aktivitas sehari2.",5
ok,5
sangat cocok dan bagus,5
driver sering lama jemput titik gak gerak. aering buang waktu sampai 1 jam nunggu driver dan ujung2nya di cancel,1
"gopaylater, gopaypinjam gak jelas gak prnh byr telat mau ajuin lagi di tolak trus, gak usah dikasih KLO akhirnya di tolak trus mah",1
josjis,5
"Terimakasih gojek, karena banyak membatu kami ( semua pelanggan )",5
untuk sekarang kurang sat set go car nya pake yg prioritas yg notabene datang 6 menit 3 kali nyantol driver gaada yg jalan itu pake yg prioritas apalagi pake yang hemat tidak semua driver tapi kebanyakan yg leha leha untuk kita yang harus tiba tepat waktu dan jarak pengemudi pasti di kisaran 2-3km dari jarak customer lebih di perhatikan lagi pelayanan nya karena kita sama sama saling membutuhkan,1
sebeeel gocar makin mahal apalagi saat hujan pdhal cuma gerimis trus hrga suka berubah tiba tiba. dan nunggu mobilnya lamaaaa bisa 15 mnitan lebih,3
baik,5
"lokasinya di pilihin driver2 yang jauh, buang2 waktuuu, jadi di cancel mulu jadinyaaaaaaa, anehhhh anehh",1
Paling bangke nih aplikasi customer jadi korban terus klo rintik2 dikit aja udah susah dapet ojek.,2
"sistem kalian lagi kenapa sih?dari hari Senin order gojek dapet drivernya jauh2 terus,terlalu mkn waktu,gak efisien,penumpang nunggu terlalu lama,drivernya juga kasian jemputnya jauh,Mending naik grab atau Maxim aja lah manusiawi sedikit",1
"buruk lokasi skarang susah di tentukan,eror Mulu ,konyol",1
lama banget nunggu driver,1
aplikasi ga gelas nunggu lama lama ga ada yg mau ngambil,1
hadeh cmn gerimis susah cari drivernya minta ampun,1
nyari drivernya lama,1
"sekarang gojek lama Nerima orderan nyaa, padahal banyak yng membutuhkan. apalagi pagi susah dapat",1
"Kalau lagi hujan cari drivernya susah, sering lag, maps gapernah pas di titik alamatnya",1
"tarif gocar kalau lagi hujan agak gila y skr, tdk sampai 400 meter tarifnya 65rb.",1
"makin sini makin Gak jelas banget, males banget pake gojek kalau kesiangan kerja kalo pesen gak ada yang nyaut.awal nya bagus udah lama lama jadi gini jelek amat apk gojek udah hapus aja lah",1
"ni saya trip pertama loh ga dapet"" drivernya dari jam 5 sekalinya dapet alasan mulu ga pada mau anter",1
"anak saya pesen gojek dari jam 5:45 sampai skrng GK ada yang mau ambil jelek banget lama"" gojek",1
gojek kalo hujan susah banget,1
sangat bagus,5
gojek sekarang kebanyakan kalau dapat tarif dikit gak di ambil sama drivernya... harap buat aplikasinya agak tegas dikit ya... takut ada yang mau kerja naik gojek juga kasian,2
"driver kalian tuh kalo lagi ujan suka males banget ngepick orderan saya, bikin saya telat masuk kerja tiap hari...",1
APK JELEK KALO HUJAN SUKA GA PADA MAU AMBIL ORDERAN PADAHAL BUTUH MEPET APALAGI BUAT YANG KERJA.,1
KALO UJAN SUSAH BANGET CARI DRIVER KASIAN ANAK SEKOLA BISA TELAT GARA' GAADA YANG MAU AMBIL,1
keren,5
"gilak kali ya, pdhl udh bertahun2 pake gojek, bru kli ini ngerasa kecewa bgt, pdhl g jauh cuma emg harus muter2 cari jlan krn kawasan sni rawan banjir, tp tarif udh sesuai 20 k atas masih aja 1 jam mantengin apk ini",1
kalau dapet driver suka susah,1
"apasih, lama bgt dimuat aplikasinya...",2
sangat membantu dalam beraktifitas,5
very good,5
"Saya ganti jadi bintang 1 karena tidak ada solusi atas protes saya. driver tidak respon apakah bisa jemput atau tidak, penumpang yg hrs cancel. Apa skrg gojek tidak pernah liat alasan pembatalan karena apa? dan anehnya lagi sekarang gojek bs bekukan akun customer yg bbrp kali pembatalan walaupun itu karena kesalahan driver yg tdk respon. customer service pun skrg pakai jawaban komputer bukan petugas. makin sangat mengecewakan. perusahaan jasa tapi bisa membekukan akun customer, Arogan",1
"mantap, aplikasi yg sangat membantu",5
mantap kali sukses terus ya,5
aplikasi yang cukup bagus,5
akun tiba tiba dibekukan gara gara beli diamond games padahal tidak melanggar aturan aneh.,1
"banyak bgt driver yg jutek klo ngomong gbs baik' udh sakit hati bgt make apk gojek, setiap ktmu driver pasti selalu yg judes, ngomong bentak' gue",2
nyaman murah,5
mantap,5
sangat membantu,5
sangat membantu,5
apk mu berat lemot. perbaiki dulu,1
sangat baik,5
"saat membutuhkan barang, go mart membantu sekali, terimakasih gojek, terimakasih driver",5
"Untuk developer please benerin apk nya, ini kok gabisa dipake ya? udah coba di hp lain (sampai 7 hp) tetep aja gabisa, malah suruh nunggu 60menit sedangkan saya harus segera pulang, untungnya ada apk ojol lain. Saya ketergantungan dengan gojek kalau pkl, saya gabisa pkl ini kalo gaada gojek, tolong segera diperbaiki, terimakasih",5
ok,5
sangat membantu,5
Sikap driver sopan dan rapi dan cepat dalam pelayanan,5
bagusss bangett banyak diskon nya,5
mudah diakses,5
semenjak ada layanan prabayar bagi driver di cianjur saya jadi susah pesen goridhemAt ga dapet2 driver mungkin driver merasa rugi jadi ga bayak pake prabayar jadi terbatsi saya ogah pesen gojek klou kaya gini,1
driver gojeknya ramah dan cekatan buat ambil paket gosend,5
good application,5
saya pesan untuk pickup obat d apotek dari 18.42 sampai jam 19.33 belum dapat. niat ga sih kasih layanan. ini obat loh untuk di lakai.,1
keren,5
ok pokoknya aplikasinya,5
bagus,5
bagus,5
perbanyak driver untuk di kabupaten ketapang,5
yang benar aja aku udah Booking prioritas lagi ngak ada driver dari jam 11 siang mau bikin kunci sampai sekarang ngak dapat juga sampai tutup toko nya,2
sangat membantu sekali,5
mantab,5
"ini gimana gojek pesen ojek motor tiap mau berangkat kerja sama pulang kerja dapatnya jauh terus, perasaan banyak yang disekitar kagak dapat yang deket. buang buang waktu orang mau kerja malah jadi ngaret. kaya ginimah uninstal lah pindah ke maxim ajah suka cepat. sontoloyo dah aplikasimu",2
aplikasi nya kok gampang ngelag yaaa,3
Pengemudi tidak mau dan juga lama ketika mendapatkan orderan ketika hujan,1
"udah ganti tahun, perbaiki lah ini aplikasi. saya pesan gocar selalu dapet yang jauh, udah gitu drivernya ga gerak² sama sekali, di chat juga ga bales, terpaksa di batalin dong? pas booking lagi malah harga nya melejit bgt najis, malah kejadian begini sering terjadi, gajelass. kalo di kasih masukan tuh ya di perbaiki kedepannya biar lebih baik, bukan di tanggepin omongan doang tapi gaada aksi nya. lama² hati gue jg yang panas liat ini layanan",1
"Sangat mudah digunakan, pengantaran cepat, drivernya okay, pesanan juga okay. Banyak gratisan, diskon, voucher. 👍🏻",5
BANYAK DRIVER TIDAK JUJUR TIDAK REKOMEND,1
"lagi buru² pesan goride dapat driver selalu jauh padahal depan saya banyak driver... lalu saya coba aplikasi sebelah cepat dapat driver dan dekat pula.. untuk sementara saya pakai aplikasi sebelah dulu karena lebih mudah, cepat dan nyaman..",1
transportasi online good,5
"4x pesan gocar trus cancel, 2x pesan goride trus cancel, ga ada yg respon, smpe 1 jam setengah, trus ada notip terlalu banyk pembatalan akun akan di ban permanen, yg d pesan ga ada yg dateng, d chat ga respon, terus nunggu gtu !, msh bnyk ojek online, silahkan aja ban permanen, ini aja mau d uninstal, driver nya udh pd bnyk duit kali.",5
"algoritmanya perlu diperbaiki. pernah agak keburu2, cancel gocar karena terlalu jauh, cari lagi, eh malah dikasih yg lebih jauh. gitu terus berkali2. beberapa kali ketemu driver yg tidak ramah dan kalau chat aneh, misal kok tidak ada kabar, makanannya diambil nggak, padahal baru juga selisih 2 menit, internet kebetulan lemot. apakah tidak bisa chat dengan bahasa yg lebih baik?",2
sangat memuaskan,5
sangat bermanfaat,5
gercep,5
datang tidak lama setelah dipesen... Tp yg pertama gojeknya membatalkan 🤭🤭 pengemudi rapi motor standar cukup nyaman,5
"mending naek grab deh,dpt driver nya dket2..skrg2 klo mesen gojek driver nya pada jauh2 dptnya contoh kya d suatu mall d jakarta saya pesen gojek saya liat di depan mall bnyak driver tpi dpt nya jauh bgt skitar hampir 2km..itu ga saya aja yg mrasa,tpi tmn2 saya yg jg sering pake gojek ngeluh dpt driver nya jauh2..tolong benahi lagi sistem nya jgn sampe cs pada lari ke grab dan maxim..",1
biar bntang yg berbicara,5
minta santan tp gak dikasih,5
knp di aplikasi ada yg pesan chat sy data sy knp bisa bocor ke orang lain ini gimana pihak gojek parah kli kalian data sy bisa bocor ke orang,1
i love youu,4
ok ...,5
aplikasi yang sangat membantu,5
Mohon jumlah mitra driver di Kota Tanjung Selor dibanyakin lagi ya Min. Terima kasih.,5
top,5
terbaik,5
Tepat waktu dan sangat membatu,5
Cepat,5
makin parah nih aplikasi masa udh pesen gocar 1 udh nympek tujuan malah pesen gocar lagi tiba-tiba udah 2 kali kayak gini nih aplikasi kasian orang yg gak jadi dpet penumpang apa lagi dri jauh tu driver parah²,1
sekarang klau order hemat dapat drivernya susah.. bnyk d cancel jd lama .,1
kita bayar mahal dpt kedrivernya hampir separo ongkosnya....tiiiiiiilllllllll,1
sangat membantu dlm kondisi tertentu. sehingga mampu untuk efisiensi waktu dan tenaga.,5
ngak bisa masuk,1
mantabb,5
praktis,5
"aku pesan pake goride hemat, eh sekali dapet yang posisi drivernya jauh jauh banget beberapa kali coba tetap dapet yang jauh, bikin males ah, mending uninstall aja jadinya.",5
"Jemputnya jauh gegara paket Hemat, Hilangin Paket Hemat mending dulu sistem voucher saja",1
"Ok , tetap aman dan nyaman",5
👍,5
"denga tarif terjangkau dan banyak promo, aktifitas jd lebih mudah ... terutama buat pelajar ya..👍 semoga jaringan selalu baik tanpa ada kendala",5
gak bisa lupa sandi padahal nomer aktif,5
cepat aman...driver sopan,5
banyak promo dan sangat membantu dalam aktivitas sehari hari,5
aplikasi yang sangat membantu,5
praktis,5
akurat dan aman,5
ok bagus,5
"kalau ga niat gojek ga ush Ambil ,Driver lagi makan tapi Masa Di ambil pesanan Padahal Saya sudah pakai GOCAR PALING MAHAL DN PRIORITAS masih Tetap pada nge tem Padahal Cuman 10 menit ke lokasi Saya Sudah gitu Ga ada Info lagi gojek skrg seperti ""MAAF BU SEDANG MACET ""SUDAH SE JAM saya tunggu Gila emg Gojek kayaknya perlu displin pernah waktu itu Saya sampe dikata2 in eh dia malah ancam Saya Padahal Driver yang salah Tapi sudah berlalu lah ini makin kesini makin susah banget buat cari Driver.",1
bagus,5
okeee,5
ok,5
sangat bagus,5
sando gopay saya tidak muncul,3
driver sekarang sombong2 mesen udh setengah jam nge tem kerjaan nya klau ga niat ga ush gojek makin ga displin skrg udh minta prioritas ttp ajaa lama Ternyata nge tem di Warung makan gojek udh ga kek dlu driver sombong dn pda lama posisi nya,1
"Customer susah dapat driver, berapapun nomimal nya. Padahal akun customer saya normal sudah banyak perjalanan. Tolong tingkatkan lagi kinerja driver nya ya.",1
"IT kebanyakan nyimeng, on berjam2 ya gadapet2 zonk. aneh. jemput jauh nganter deket. kebanyakan makan kecubung IT nya",1
sangat membantu kebutuhan transportasi,5
"pembayaran gojek wajib 100% pakai gopay donk , jgn pake cash, sudah 2026 btw pernah makanan yg dibawa lari driver bisa langsung refund 100% , ga ada semenit, terimakasih",5
"tampilin bintang user sama ojek yang ngasih rating. driver lu banyak ngelunjak sekarang. resto engga ada parkir pakai segala chat ""maaf resto ada parkirnya"". bukan masalah parkir cuma 2rb nya tapi mau kasih bintang jelek karena ga jujur ntar konsumen kasih ☆3 driver kasih nya cuma ☆1. driver najis sampahh",3
bgus,5
mantap pokok nya,5
entah kenapa selalu di cancle saat sudah dkt,4
ok,5
iklan,5
apk dongo orang nya pada kaga mau rezeki kali,1
"pakai hemat masa gue harus nunggu 20 menit,lokasi driver pada jauh2. aplikasi bukannya memudahkan malah menyusahkan.",1
"Kelamaan saya lihat ini aplikasi makin aneh, saya kasih rating 1, bukan karna apa. Ketika lagi terburu-buru malah dapat driver yang jauh. Udh gitu kalau pesanan sedang ramai, fitur chatting dan telepon di applikasi sering error tidak bisa digunakan efeknya driver sama pengguna jasa saling cari mencari. Tolong lah perbaiki systemnya pilihkan driver jangan jauh2. kasihan driver dengan tarif yg tidak seberapa harus menjemput 9 - 15 menit. Padahal banyak driver yg deket2 <200m pada nganggur.",1
sllu puas dgn kurir2x yg ramah,5
"jangan nyiptain hemat klu banyak driver yang gamau ngambil orderannya , berkali2 ditolak",1
Di daerah saya klo mlm ga ada yng ngalong susah bgt jadi saya beralih ke aplikasi lain. dan kenapa klo order saya selalu dapet driver yg jauh padahal yg deket byk jadi sering terlambat,1
"aplikasi yg sangat buruk, tiba tiba perpanjang otomatis langganan gojek plus padahal saya tidak ada aktifkan fitur perpanjang otomatis. tidak ada pengembalian dana. kecewa dengan jebakan yg dibuat, padahal kmrin langganan hanya 1x saja. tidak akan pakai gojek lagi. sangat mengecewakan",1
sangat baik,5
is the best gojek,5
"pakai Gojek cepet driver nya sampai, cek lokasi driver juga jelas apa lagi kalau banyak promo",5
Tolong dong kalau pesan gojek atau gocar dapet yang deket-deket saja jangan yang terlalu jauh,3
promonya gope doang apa rasa anjir,2
kenapa saya ketika mau login tidak bisa alasannya saya downloadnya tidak di playstore original padahal saya downloadnya bener bener dri playstore asli bukan yg palsu tetapi msh ttp gak bisa login ke aplikasi gojek what happen?...,1
well,5
mantap,5
"dilepas aja seperti biasa, gausah ada gacor berlangganan atau apalah itu, customer terbengkalai terus kalo jadetabek ngadain begini, banjir cancelan, malah kapok kalo begini mulu",1
Sangat membantu,5
mantap luar biasa,5
Aplikasinya bagus.,5
